    1   4633.663   6255.105   184.45792   47.43312   99.999   99.999   24.145    0.367   20.891    0.084   26.297   0.229   99.999   99.999   1.56   5.000e+06   2.000e+07   3.000e+06   2.310e+01   1.253e+02   1.500e+01     0.0   0.26    0.0      200.0    0.64171    5.26411   -0.13809      200.0   166.60246       0.0     3   0.0  
    2   4736.000   6071.380   184.45625   47.43110   23.381    0.256   23.422    0.243   20.881    0.084   27.073   0.856   22.052    0.065   1.46   1.200e+10   1.400e+10   4.000e+09   9.274e+05   1.052e+06   4.237e+05     1.5    1.5   1.47    8.17001    5.83111    6.87541   -1.64039    0.11561    75.70164       0.0     5   0.0  
    3   4727.000   6071.078   184.45639   47.43110   22.802    0.168   25.458    1.618   20.010    0.083   26.142   0.260   25.761    0.465   1.87   5.000e+06   5.000e+06   5.000e+06   3.423e+01   3.826e+01   3.423e+01     0.0   0.04    0.0    1.01603      200.0    5.71793   -0.41027    0.23253    94.32365       0.0     4   0.0  
    4   4185.000   6061.000   184.46521   47.43098   23.710    0.225   23.954    0.218   25.012    0.205   24.065   0.071   22.400    0.065   1.39   1.000e+07   2.000e+07   1.000e+07   3.115e+03   1.015e+04   2.528e+03     0.8    1.0   0.72    1.21494    0.48154   -0.22706   -0.07026    0.05864     5.69166   0.00068     5   0.0  
    5   4833.000   5889.000   184.45467   47.42909   24.130    0.541   19.988    0.082   20.260    0.083   25.216   0.142   29.118   12.376   1.69   6.000e+06   6.000e+07   3.000e+06   7.058e+01   4.427e+02   3.731e+01    0.08   0.36    0.0   -0.41551    4.10149    4.89229   -0.05241      200.0   167.87024       0.0     4   0.0  
    6   3577.000   5858.863   184.47510   47.42876   18.811    0.095   25.917    1.768   99.999   99.999   21.457   0.063   24.447    0.250   1.39   1.000e+06   0.000e+00   0.000e+00   3.807e+02   0.000e+00   0.000e+00     0.0    0.0    0.0    2.52459      200.0      200.0    1.18249   -1.03411   284.86105       0.0     3   0.0  
    7   3558.776   5724.333   184.47540   47.42728   99.999   99.999   25.841    1.296   26.719    0.780   25.689   0.237   22.770    0.114   1.74   3.000e+08   1.400e+10   3.000e+07   2.957e+04   6.328e+05   1.433e+04    1.32    1.5   0.96      200.0      200.0    0.48112   -0.03238    0.00251     0.26799   0.60468     3   0.0  
    8   4244.554   5490.000   184.46425   47.42470   24.207    0.367   23.648    0.213   24.350    0.155   23.444   0.068   22.420    0.072   1.83   5.000e+06   6.000e+06   5.000e+06   4.516e+03   5.277e+03   3.374e+03    0.91   0.97   0.84    0.07109    0.05429   -0.09811    0.02199   -0.00781      0.2167   0.88487     5   4.0  
    9   3591.379   5462.366   184.47487   47.42440   24.215    0.400   24.235    0.283   24.693    0.198   23.121   0.070   20.910    0.063   1.64   1.000e+07   4.000e+07   9.000e+06   3.058e+04   9.664e+04   2.465e+04    1.31    1.5   1.21    1.38566    0.31246   -0.26374    0.02846    0.00086     2.39454   0.06627     5   4.0  
   10   5095.375   5453.000   184.45041   47.42429   28.134   12.508   24.687    0.490   23.214    0.092   26.324   0.204   21.059    0.062   1.64   1.200e+10   1.200e+10   1.000e+10   8.820e+05   8.820e+05   8.012e+05     1.5    1.5   1.49      200.0    4.62055    4.59685   -0.83695    1.16305   155.38744       0.0     4   0.0  
