1	1209	5045	4	[0.00 - 0.00 - 0.03 - 0.97]
2	1194	5007	4	[0.00 - 0.00 - 0.01 - 0.99]
3	1901	4972	4	[0.00 - 0.00 - 0.04 - 0.95]
4	1202	4918	4	[0.01 - 0.04 - 0.04 - 0.92]
5	2671	4832	4	[0.00 - 0.00 - 0.02 - 0.97]
6	2589	4764	1	[0.91 - 0.06 - 0.00 - 0.03]
7	3311	4671	4	[0.00 - 0.00 - 0.05 - 0.94]
8	1101	4636	4	[0.00 - 0.01 - 0.04 - 0.95]
9	3651	4638	4	[0.00 - 0.01 - 0.08 - 0.91]
10	3796	4611	4	[0.00 - 0.00 - 0.04 - 0.95]
11	1087	4597	4	[0.00 - 0.00 - 0.02 - 0.97]
12	4703	4431	4	[0.00 - 0.01 - 0.04 - 0.96]
13	4697	4432	4	[0.00 - 0.00 - 0.01 - 0.99]
14	4791	4385	4	[0.00 - 0.00 - 0.01 - 0.99]
15	1032	4383	4	[0.00 - 0.00 - 0.01 - 0.98]
16	5218	4079	4	[0.00 - 0.01 - 0.01 - 0.98]
17	4628	4047	1	[0.66 - 0.14 - 0.01 - 0.19]
18	4480	4022	4	[0.32 - 0.22 - 0.06 - 0.40]
19	3037	3972	2	[0.28 - 0.65 - 0.04 - 0.04]
20	4405	3953	4	[0.04 - 0.07 - 0.15 - 0.74]
21	2860	3942	1	[0.93 - 0.04 - 0.00 - 0.03]
22	4361	3931	4	[0.06 - 0.08 - 0.04 - 0.82]
23	3546	3925	1	[0.56 - 0.37 - 0.01 - 0.05]
24	911	3919	4	[0.00 - 0.00 - 0.02 - 0.98]
25	5046	3793	1	[0.93 - 0.06 - 0.00 - 0.01]
26	4611	3793	4	[0.30 - 0.24 - 0.04 - 0.42]
27	3563	3725	1	[0.99 - 0.01 - 0.00 - 0.00]
28	843	3700	4	[0.00 - 0.00 - 0.01 - 0.99]
29	5085	3691	2	[0.40 - 0.58 - 0.02 - 0.01]
30	5094	3688	4	[0.06 - 0.10 - 0.04 - 0.79]
31	5116	3683	4	[0.00 - 0.00 - 0.02 - 0.98]
32	1895	3617	4	[0.08 - 0.01 - 0.01 - 0.90]
33	813	3563	4	[0.00 - 0.00 - 0.01 - 0.99]
34	4069	3562	4	[0.18 - 0.12 - 0.08 - 0.63]
35	3661	3554	4	[0.06 - 0.10 - 0.29 - 0.55]
36	4215	3496	4	[0.02 - 0.02 - 0.02 - 0.94]
37	838	3441	1	[0.81 - 0.13 - 0.01 - 0.05]
38	4009	3438	1	[0.59 - 0.15 - 0.01 - 0.24]
39	3696	3439	4	[0.11 - 0.23 - 0.11 - 0.55]
40	3834	3425	1	[0.61 - 0.27 - 0.02 - 0.10]
41	3847	3423	4	[0.08 - 0.08 - 0.07 - 0.77]
42	4957	3423	4	[0.03 - 0.08 - 0.14 - 0.75]
43	4955	3421	4	[0.00 - 0.02 - 0.17 - 0.82]
44	3814	3387	4	[0.03 - 0.06 - 0.02 - 0.89]
45	3627	3407	4	[0.26 - 0.32 - 0.04 - 0.37]
46	4059	3391	4	[0.09 - 0.07 - 0.05 - 0.79]
47	5018	3366	4	[0.00 - 0.01 - 0.04 - 0.95]
48	766	3366	4	[0.00 - 0.00 - 0.01 - 0.99]
49	3765	3364	4	[0.17 - 0.19 - 0.07 - 0.56]
50	4076	3361	4	[0.01 - 0.02 - 0.02 - 0.94]
51	4910	3354	4	[0.01 - 0.01 - 0.10 - 0.88]
52	4535	3356	4	[0.10 - 0.02 - 0.01 - 0.88]
53	4636	3349	4	[0.15 - 0.12 - 0.06 - 0.67]
54	4897	3343	4	[0.01 - 0.05 - 0.26 - 0.68]
55	4975	3341	4	[0.09 - 0.22 - 0.11 - 0.58]
56	4952	3339	4	[0.15 - 0.10 - 0.06 - 0.70]
57	5024	3336	4	[0.00 - 0.00 - 0.03 - 0.96]
58	4423	3334	4	[0.20 - 0.28 - 0.11 - 0.42]
59	3566	3328	1	[0.98 - 0.02 - 0.00 - 0.00]
60	4430	3330	4	[0.06 - 0.06 - 0.06 - 0.82]
61	2657	3328	4	[0.01 - 0.06 - 0.30 - 0.63]
62	2657	3315	4	[0.03 - 0.04 - 0.09 - 0.85]
63	2635	3298	4	[0.02 - 0.04 - 0.18 - 0.76]
64	2751	3291	4	[0.02 - 0.01 - 0.08 - 0.89]
65	4724	3291	4	[0.05 - 0.16 - 0.25 - 0.53]
66	2657	3291	4	[0.01 - 0.01 - 0.03 - 0.95]
67	4211	3277	4	[0.15 - 0.10 - 0.03 - 0.72]
68	4824	3250	4	[0.03 - 0.06 - 0.18 - 0.72]
69	4742	3249	1	[0.70 - 0.28 - 0.00 - 0.02]
70	3497	3249	4	[0.18 - 0.08 - 0.03 - 0.71]
71	3966	3245	1	[0.76 - 0.13 - 0.01 - 0.10]
72	719	3245	4	[0.00 - 0.00 - 0.01 - 0.99]
73	2856	3234	4	[0.08 - 0.10 - 0.04 - 0.79]
74	2275	3228	1	[0.93 - 0.06 - 0.00 - 0.01]
75	2810	3219	4	[0.09 - 0.05 - 0.05 - 0.81]
76	4491	3216	4	[0.04 - 0.02 - 0.02 - 0.92]
77	3308	3201	4	[0.10 - 0.21 - 0.12 - 0.56]
78	3376	3201	4	[0.03 - 0.09 - 0.23 - 0.65]
79	3870	3194	4	[0.29 - 0.30 - 0.07 - 0.34]
80	3281	3188	4	[0.32 - 0.28 - 0.04 - 0.36]
81	2678	3179	4	[0.12 - 0.10 - 0.11 - 0.68]
82	3876	3176	4	[0.01 - 0.01 - 0.03 - 0.94]
83	4716	3175	4	[0.04 - 0.05 - 0.08 - 0.83]
84	3851	3170	1	[0.55 - 0.28 - 0.03 - 0.14]
85	4961	3166	4	[0.00 - 0.00 - 0.01 - 0.99]
86	3249	3161	4	[0.08 - 0.11 - 0.05 - 0.75]
87	3969	3159	4	[0.05 - 0.06 - 0.04 - 0.85]
88	4359	3159	4	[0.17 - 0.15 - 0.03 - 0.65]
89	4000	3158	4	[0.06 - 0.11 - 0.10 - 0.72]
90	3933	3158	4	[0.17 - 0.21 - 0.07 - 0.55]
91	4195	3140	4	[0.02 - 0.04 - 0.18 - 0.77]
92	3556	3138	4	[0.01 - 0.02 - 0.02 - 0.95]
93	3925	3128	4	[0.01 - 0.02 - 0.03 - 0.94]
94	3499	3120	4	[0.02 - 0.04 - 0.05 - 0.89]
95	2928	3117	4	[0.14 - 0.32 - 0.10 - 0.44]
96	3405	3115	4	[0.06 - 0.08 - 0.03 - 0.83]
97	3945	3111	4	[0.11 - 0.12 - 0.06 - 0.71]
98	3816	3110	4	[0.03 - 0.06 - 0.05 - 0.86]
99	4159	3110	4	[0.01 - 0.01 - 0.02 - 0.96]
100	3733	3109	4	[0.00 - 0.00 - 0.01 - 0.99]
101	2664	3109	4	[0.23 - 0.19 - 0.07 - 0.51]
